Date,Military,Date,Vintage,Date,Casual,Date,Formal,Date,Street
2017-12-29,14.44723,2017-12-29,2.13567,2017-12-29,2.63819,2017-12-29,3.51758,2017-12-29,1.75879
2017-12-30,20.60301,2017-12-30,4.39698,2017-12-30,3.26633,2017-12-30,2.63819,2017-12-30,2.51256
2017-12-31,18.46733,2017-12-31,4.39698,2017-12-31,4.14572,2017-12-31,3.01507,2017-12-31,1.63316
2018-01-01,21.48241,2018-01-01,3.51758,2018-01-01,3.26633,2018-01-01,3.01507,2018-01-01,1.75879
2018-01-02,17.58793,2018-01-02,5.15075,2018-01-02,3.39195,2018-01-02,4.39698,2018-01-02,3.89447
2018-01-03,19.34673,2018-01-03,5.65326,2018-01-03,3.51758,2018-01-03,4.52261,2018-01-03,2.13567
2018-01-04,15.45226,2018-01-04,5.27638,2018-01-04,4.0201,2018-01-04,4.64824,2018-01-04,2.01005
2018-01-05,23.99497,2018-01-05,4.52261,2018-01-05,5.15075,2018-01-05,3.89447,2018-01-05,1.63316
2018-01-06,20.47738,2018-01-06,6.40703,2018-01-06,4.64824,2018-01-06,6.03015,2018-01-06,4.77386
2018-01-07,22.3618,2018-01-07,4.39698,2018-01-07,6.03015,2018-01-07,3.26633,2018-01-07,4.39698
2018-01-08,23.36683,2018-01-08,6.03015,2018-01-08,7.28643,2018-01-08,4.39698,2018-01-08,2.38693
2018-01-09,21.48241,2018-01-09,5.65326,2018-01-09,5.15075,2018-01-09,3.89447,2018-01-09,3.76884
2018-01-10,21.10552,2018-01-10,6.03015,2018-01-10,4.89949,2018-01-10,4.52261,2018-01-10,0.75376
2018-01-11,20.85427,2018-01-11,5.27638,2018-01-11,3.89447,2018-01-11,4.89949,2018-01-11,2.2613
2018-01-12,21.48241,2018-01-12,6.53266,2018-01-12,4.27135,2018-01-12,4.52261,2018-01-12,3.1407
2018-01-13,22.23618,2018-01-13,6.2814,2018-01-13,4.0201,2018-01-13,4.0201,2018-01-13,3.51758
2018-01-14,23.74371,2018-01-14,7.66331,2018-01-14,3.51758,2018-01-14,3.01507,2018-01-14,2.38693
2018-01-15,23.61809,2018-01-15,5.90452,2018-01-15,5.90452,2018-01-15,4.27135,2018-01-15,3.51758
2018-01-16,21.85929,2018-01-16,4.64824,2018-01-16,3.76884,2018-01-16,6.40703,2018-01-16,3.26633
2018-01-17,20.97989,2018-01-17,7.66331,2018-01-17,4.27135,2018-01-17,3.64321,2018-01-17,1.75879
2018-01-18,18.21608,2018-01-18,4.77386,2018-01-18,4.52261,2018-01-18,4.64824,2018-01-18,3.64321
2018-01-19,18.46733,2018-01-19,6.78391,2018-01-19,5.52763,2018-01-19,4.52261,2018-01-19,3.39195
2018-01-20,19.72361,2018-01-20,4.27135,2018-01-20,3.1407,2018-01-20,3.01507,2018-01-20,2.13567
2018-01-21,24.74874,2018-01-21,4.64824,2018-01-21,3.01507,2018-01-21,4.27135,2018-01-21,4.39698
2018-01-22,20.97989,2018-01-22,5.27638,2018-01-22,4.89949,2018-01-22,5.15075,2018-01-22,4.52261
2018-01-23,18.3417,2018-01-23,5.77889,2018-01-23,5.40201,2018-01-23,4.89949,2018-01-23,4.0201
2018-01-24,20.72864,2018-01-24,4.64824,2018-01-24,5.15075,2018-01-24,4.52261,2018-01-24,1.75879
2018-01-25,19.59798,2018-01-25,4.14572,2018-01-25,4.77386,2018-01-25,4.39698,2018-01-25,4.27135
2018-01-26,19.09547,2018-01-26,5.52763,2018-01-26,4.27135,2018-01-26,3.76884,2018-01-26,3.51758
2018-01-27,20.72864,2018-01-27,5.15075,2018-01-27,3.39195,2018-01-27,2.38693,2018-01-27,2.2613
2018-01-28,24.1206,2018-01-28,5.52763,2018-01-28,4.14572,2018-01-28,3.39195,2018-01-28,2.76381
2018-01-29,22.98994,2018-01-29,6.03015,2018-01-29,5.27638,2018-01-29,5.27638,2018-01-29,3.51758
2018-01-30,21.23115,2018-01-30,4.52261,2018-01-30,6.2814,2018-01-30,6.53266,2018-01-30,3.89447
2018-01-31,17.96482,2018-01-31,4.27135,2018-01-31,4.64824,2018-01-31,4.14572,2018-01-31,3.39195
2018-02-01,17.96482,2018-02-01,5.77889,2018-02-01,4.0201,2018-02-01,4.39698,2018-02-01,3.76884
2018-02-02,14.19597,2018-02-02,5.15075,2018-02-02,5.15075,2018-02-02,5.90452,2018-02-02,5.02512
2018-02-03,16.83417,2018-02-03,7.66331,2018-02-03,4.89949,2018-02-03,5.02512,2018-02-03,5.65326
2018-02-04,20.1005,2018-02-04,6.15577,2018-02-04,5.40201,2018-02-04,4.52261,2018-02-04,2.76381
2018-02-05,16.0804,2018-02-05,4.52261,2018-02-05,5.40201,2018-02-05,5.52763,2018-02-05,2.63819
2018-02-06,15.82914,2018-02-06,6.03015,2018-02-06,4.77386,2018-02-06,6.2814,2018-02-06,3.51758
2018-02-07,12.93969,2018-02-07,4.52261,2018-02-07,4.0201,2018-02-07,3.26633,2018-02-07,1.88442
2018-02-08,18.84422,2018-02-08,4.77386,2018-02-08,5.52763,2018-02-08,5.77889,2018-02-08,3.51758
2018-02-09,14.82412,2018-02-09,6.78391,2018-02-09,5.02512,2018-02-09,5.52763,2018-02-09,2.13567
2018-02-10,13.56783,2018-02-10,9.42211,2018-02-10,3.51758,2018-02-10,3.1407,2018-02-10,3.51758
2018-02-11,16.83417,2018-02-11,7.78894,2018-02-11,6.78391,2018-02-11,6.53266,2018-02-11,3.76884
2018-02-12,15.70351,2018-02-12,6.2814,2018-02-12,4.52261,2018-02-12,5.27638,2018-02-12,4.39698
2018-02-13,14.82412,2018-02-13,4.77386,2018-02-13,5.02512,2018-02-13,5.27638,2018-02-13,2.76381
2018-02-14,10.80402,2018-02-14,4.89949,2018-02-14,4.77386,2018-02-14,6.15577,2018-02-14,2.63819
2018-02-15,16.45728,2018-02-15,5.77889,2018-02-15,6.65829,2018-02-15,3.89447,2018-02-15,4.0201
2018-02-16,14.69849,2018-02-16,5.27638,2018-02-16,4.89949,2018-02-16,3.64321,2018-02-16,4.77386
2018-02-17,21.85929,2018-02-17,5.90452,2018-02-17,5.65326,2018-02-17,3.51758,2018-02-17,4.89949
2018-02-18,24.87437,2018-02-18,6.53266,2018-02-18,5.65326,2018-02-18,5.27638,2018-02-18,6.40703
2018-02-19,23.74371,2018-02-19,7.03517,2018-02-19,8.54271,2018-02-19,6.65829,2018-02-19,5.77889
2018-02-20,22.73869,2018-02-20,6.15577,2018-02-20,5.77889,2018-02-20,7.91457,2018-02-20,5.65326
2018-02-21,22.3618,2018-02-21,7.78894,2018-02-21,6.53266,2018-02-21,8.66834,2018-02-21,3.64321
2018-02-22,24.74874,2018-02-22,4.64824,2018-02-22,7.28643,2018-02-22,5.65326,2018-02-22,4.52261
2018-02-23,23.61809,2018-02-23,5.02512,2018-02-23,6.65829,2018-02-23,6.90954,2018-02-23,5.02512
2018-02-24,26.00502,2018-02-24,4.89949,2018-02-24,5.15075,2018-02-24,8.54271,2018-02-24,3.01507
2018-02-25,27.51256,2018-02-25,5.40201,2018-02-25,4.77386,2018-02-25,6.03015,2018-02-25,3.26633
2018-02-26,23.61809,2018-02-26,6.15577,2018-02-26,7.66331,2018-02-26,10.67839,2018-02-26,3.39195
2018-02-27,28.01507,2018-02-27,6.53266,2018-02-27,5.52763,2018-02-27,5.65326,2018-02-27,3.51758
2018-02-28,23.11557,2018-02-28,4.39698,2018-02-28,7.28643,2018-02-28,13.06532,2018-02-28,4.0201
2018-03-01,30.77889,2018-03-01,7.03517,2018-03-01,4.89949,2018-03-01,7.03517,2018-03-01,3.01507
2018-03-02,26.00502,2018-03-02,4.27135,2018-03-02,6.03015,2018-03-02,5.77889,2018-03-02,3.01507
2018-03-03,28.64321,2018-03-03,4.39698,2018-03-03,6.2814,2018-03-03,5.27638,2018-03-03,3.64321
2018-03-04,35.92964,2018-03-04,5.52763,2018-03-04,6.65829,2018-03-04,4.39698,2018-03-04,3.26633
2018-03-05,26.50753,2018-03-05,6.15577,2018-03-05,4.14572,2018-03-05,5.52763,2018-03-05,3.1407
2018-03-06,26.75879,2018-03-06,3.01507,2018-03-06,4.77386,2018-03-06,6.40703,2018-03-06,3.89447
2018-03-07,28.76884,2018-03-07,4.77386,2018-03-07,7.78894,2018-03-07,6.40703,2018-03-07,3.51758
2018-03-08,29.89949,2018-03-08,6.78391,2018-03-08,7.91457,2018-03-08,6.2814,2018-03-08,5.40201
2018-03-09,25.50251,2018-03-09,3.76884,2018-03-09,5.27638,2018-03-09,6.40703,2018-03-09,3.89447
2018-03-10,31.53266,2018-03-10,6.2814,2018-03-10,7.03517,2018-03-10,4.39698,2018-03-10,5.90452
2018-03-11,36.80904,2018-03-11,7.1608,2018-03-11,7.66331,2018-03-11,5.40201,2018-03-11,5.27638
2018-03-12,32.03517,2018-03-12,5.52763,2018-03-12,4.52261,2018-03-12,5.40201,2018-03-12,4.39698
2018-03-13,30.15075,2018-03-13,6.40703,2018-03-13,4.39698,2018-03-13,6.78391,2018-03-13,3.64321
2018-03-14,28.64321,2018-03-14,6.53266,2018-03-14,5.90452,2018-03-14,7.66331,2018-03-14,4.89949
2018-03-15,32.91457,2018-03-15,5.02512,2018-03-15,5.65326,2018-03-15,6.78391,2018-03-15,7.53768
2018-03-16,28.89447,2018-03-16,5.65326,2018-03-16,6.78391,2018-03-16,7.03517,2018-03-16,5.90452
2018-03-17,25.62814,2018-03-17,5.15075,2018-03-17,6.2814,2018-03-17,7.78894,2018-03-17,5.40201
2018-03-18,29.89949,2018-03-18,7.91457,2018-03-18,7.1608,2018-03-18,8.29145,2018-03-18,5.90452
2018-03-19,30.77889,2018-03-19,4.52261,2018-03-19,6.40703,2018-03-19,7.1608,2018-03-19,5.52763
2018-03-20,32.1608,2018-03-20,6.53266,2018-03-20,6.53266,2018-03-20,6.53266,2018-03-20,4.39698
2018-03-21,29.0201,2018-03-21,4.27135,2018-03-21,5.77889,2018-03-21,8.79396,2018-03-21,5.27638
2018-03-22,27.88944,2018-03-22,4.14572,2018-03-22,7.66331,2018-03-22,5.77889,2018-03-22,5.15075
2018-03-23,21.10552,2018-03-23,4.64824,2018-03-23,5.15075,2018-03-23,7.91457,2018-03-23,4.77386
2018-03-24,27.63819,2018-03-24,6.90954,2018-03-24,6.53266,2018-03-24,4.64824,2018-03-24,5.02512
2018-03-25,29.0201,2018-03-25,6.40703,2018-03-25,4.39698,2018-03-25,5.27638,2018-03-25,5.52763
2018-03-26,25.37688,2018-03-26,6.78391,2018-03-26,4.89949,2018-03-26,6.15577,2018-03-26,5.15075
2018-03-27,26.75879,2018-03-27,7.1608,2018-03-27,4.27135,2018-03-27,6.2814,2018-03-27,4.0201
2018-03-28,27.2613,2018-03-28,5.27638,2018-03-28,6.65829,2018-03-28,9.42211,2018-03-28,3.76884
2018-03-29,26.88442,2018-03-29,4.27135,2018-03-29,6.03015,2018-03-29,6.40703,2018-03-29,4.0201
2018-03-30,22.73869,2018-03-30,3.76884,2018-03-30,5.15075,2018-03-30,6.15577,2018-03-30,3.26633
2018-03-31,23.11557,2018-03-31,3.1407,2018-03-31,6.40703,2018-03-31,5.27638,2018-03-31,3.39195
2018-04-01,31.15577,2018-04-01,5.40201,2018-04-01,5.02512,2018-04-01,4.89949,2018-04-01,3.39195
2018-04-02,25.50251,2018-04-02,4.89949,2018-04-02,5.15075,2018-04-02,4.0201,2018-04-02,2.01005
2018-04-03,23.74371,2018-04-03,3.1407,2018-04-03,4.27135,2018-04-03,5.40201,2018-04-03,3.26633
2018-04-04,28.26633,2018-04-04,3.1407,2018-04-04,5.90452,2018-04-04,3.76884,2018-04-04,5.90452
2018-04-05,28.51758,2018-04-05,5.02512,2018-04-05,3.26633,2018-04-05,5.77889,2018-04-05,2.88944
2018-04-06,25.12562,2018-04-06,3.01507,2018-04-06,4.77386,2018-04-06,4.39698,2018-04-06,3.26633
2018-04-07,26.00502,2018-04-07,3.01507,2018-04-07,4.89949,2018-04-07,4.39698,2018-04-07,3.51758
2018-04-08,27.51256,2018-04-08,7.41206,2018-04-08,5.77889,2018-04-08,4.0201,2018-04-08,4.0201
2018-04-09,27.88944,2018-04-09,5.40201,2018-04-09,4.14572,2018-04-09,3.64321,2018-04-09,4.14572
2018-04-10,23.74371,2018-04-10,5.77889,2018-04-10,4.14572,2018-04-10,8.0402,2018-04-10,3.39195
2018-04-11,28.51758,2018-04-11,5.77889,2018-04-11,3.39195,2018-04-11,5.90452,2018-04-11,6.65829
2018-04-12,27.38693,2018-04-12,5.02512,2018-04-12,3.26633,2018-04-12,6.15577,2018-04-12,2.38693
2018-04-13,25.50251,2018-04-13,3.01507,2018-04-13,4.14572,2018-04-13,4.89949,2018-04-13,3.26633
2018-04-14,28.26633,2018-04-14,4.39698,2018-04-14,5.02512,2018-04-14,3.76884,2018-04-14,2.63819
2018-04-15,35.55276,2018-04-15,9.42211,2018-04-15,5.77889,2018-04-15,6.2814,2018-04-15,5.02512
2018-04-16,25.25125,2018-04-16,4.52261,2018-04-16,6.40703,2018-04-16,7.03517,2018-04-16,5.65326
2018-04-17,19.97487,2018-04-17,4.77386,2018-04-17,6.90954,2018-04-17,5.77889,2018-04-17,2.63819
2018-04-18,24.49748,2018-04-18,3.76884,2018-04-18,5.90452,2018-04-18,6.65829,2018-04-18,3.26633
2018-04-19,22.98994,2018-04-19,6.2814,2018-04-19,3.39195,2018-04-19,5.02512,2018-04-19,1.75879
2018-04-20,19.59798,2018-04-20,4.52261,2018-04-20,5.27638,2018-04-20,5.52763,2018-04-20,3.1407
2018-04-21,23.49246,2018-04-21,4.14572,2018-04-21,4.39698,2018-04-21,4.27135,2018-04-21,2.01005
2018-04-22,25.87939,2018-04-22,6.03015,2018-04-22,6.90954,2018-04-22,4.0201,2018-04-22,3.76884
2018-04-23,24.74874,2018-04-23,4.64824,2018-04-23,7.1608,2018-04-23,5.52763,2018-04-23,3.51758
2018-04-24,23.99497,2018-04-24,5.77889,2018-04-24,6.40703,2018-04-24,4.27135,2018-04-24,2.51256
2018-04-25,19.97487,2018-04-25,4.77386,2018-04-25,4.0201,2018-04-25,5.15075,2018-04-25,3.26633
2018-04-26,22.23618,2018-04-26,3.39195,2018-04-26,4.27135,2018-04-26,4.14572,2018-04-26,2.2613
2018-04-27,18.59296,2018-04-27,2.88944,2018-04-27,3.89447,2018-04-27,4.52261,2018-04-27,2.88944
2018-04-28,23.11557,2018-04-28,4.39698,2018-04-28,4.52261,2018-04-28,2.13567,2018-04-28,4.0201
2018-04-29,20.85427,2018-04-29,3.76884,2018-04-29,5.02512,2018-04-29,5.77889,2018-04-29,3.01507
2018-04-30,17.71356,2018-04-30,3.39195,2018-04-30,5.15075,2018-04-30,7.66331,2018-04-30,3.26633
2018-05-01,32.03517,2018-05-01,4.89949,2018-05-01,4.89949,2018-05-01,5.15075,2018-05-01,1.63316
2018-05-02,27.38693,2018-05-02,4.64824,2018-05-02,5.27638,2018-05-02,6.03015,2018-05-02,4.0201
2018-05-03,24.62311,2018-05-03,4.14572,2018-05-03,3.39195,2018-05-03,7.28643,2018-05-03,1.75879
2018-05-04,21.48241,2018-05-04,5.02512,2018-05-04,4.39698,2018-05-04,7.03517,2018-05-04,4.0201
2018-05-05,21.98492,2018-05-05,5.02512,2018-05-05,4.14572,2018-05-05,3.89447,2018-05-05,3.64321
2018-05-06,29.39698,2018-05-06,3.89447,2018-05-06,4.0201,2018-05-06,4.14572,2018-05-06,4.52261
2018-05-07,32.28643,2018-05-07,5.90452,2018-05-07,4.14572,2018-05-07,5.15075,2018-05-07,2.76381
2018-05-08,24.24623,2018-05-08,3.89447,2018-05-08,4.39698,2018-05-08,5.90452,2018-05-08,2.51256
2018-05-09,24.62311,2018-05-09,5.52763,2018-05-09,3.64321,2018-05-09,7.53768,2018-05-09,2.13567
2018-05-10,34.04522,2018-05-10,4.0201,2018-05-10,3.39195,2018-05-10,5.52763,2018-05-10,2.38693
2018-05-11,29.64824,2018-05-11,5.65326,2018-05-11,3.89447,2018-05-11,9.42211,2018-05-11,1.50753
2018-05-12,37.43718,2018-05-12,5.90452,2018-05-12,5.02512,2018-05-12,5.40201,2018-05-12,1.50753
2018-05-13,32.91457,2018-05-13,5.15075,2018-05-13,4.0201,2018-05-13,4.27135,2018-05-13,4.52261
2018-05-14,30.77889,2018-05-14,3.89447,2018-05-14,4.14572,2018-05-14,6.78391,2018-05-14,3.1407
2018-05-15,27.38693,2018-05-15,3.89447,2018-05-15,4.52261,2018-05-15,6.53266,2018-05-15,3.01507
2018-05-16,28.51758,2018-05-16,4.89949,2018-05-16,3.64321,2018-05-16,17.58793,2018-05-16,2.2613
2018-05-17,23.74371,2018-05-17,3.1407,2018-05-17,3.89447,2018-05-17,10.55276,2018-05-17,0.75376
2018-05-18,26.3819,2018-05-18,2.13567,2018-05-18,4.89949,2018-05-18,7.78894,2018-05-18,2.76381
2018-05-19,28.1407,2018-05-19,2.13567,2018-05-19,3.89447,2018-05-19,4.27135,2018-05-19,2.01005
2018-05-20,35.92964,2018-05-20,5.27638,2018-05-20,3.51758,2018-05-20,4.52261,2018-05-20,2.13567
2018-05-21,27.2613,2018-05-21,4.0201,2018-05-21,3.89447,2018-05-21,6.15577,2018-05-21,3.1407
2018-05-22,30.90452,2018-05-22,4.27135,2018-05-22,2.88944,2018-05-22,5.02512,2018-05-22,3.26633
2018-05-23,27.51256,2018-05-23,4.77386,2018-05-23,3.76884,2018-05-23,5.15075,2018-05-23,3.26633
2018-05-24,28.39195,2018-05-24,2.51256,2018-05-24,4.14572,2018-05-24,4.39698,2018-05-24,3.1407
2018-05-25,24.37185,2018-05-25,2.01005,2018-05-25,3.26633,2018-05-25,4.64824,2018-05-25,1.75879
2018-05-26,25.50251,2018-05-26,3.89447,2018-05-26,2.76381,2018-05-26,2.38693,2018-05-26,2.13567
2018-05-27,27.2613,2018-05-27,5.40201,2018-05-27,2.38693,2018-05-27,3.76884,2018-05-27,2.76381
2018-05-28,26.25628,2018-05-28,4.52261,2018-05-28,3.51758,2018-05-28,5.65326,2018-05-28,2.01005
2018-05-29,29.39698,2018-05-29,3.64321,2018-05-29,3.39195,2018-05-29,4.27135,2018-05-29,2.51256
2018-05-30,26.75879,2018-05-30,3.64321,2018-05-30,2.88944,2018-05-30,4.64824,2018-05-30,2.13567
2018-05-31,23.86934,2018-05-31,4.0201,2018-05-31,4.64824,2018-05-31,5.65326,2018-05-31,2.76381
2018-06-01,33.0402,2018-06-01,3.39195,2018-06-01,3.1407,2018-06-01,5.02512,2018-06-01,3.39195
2018-06-02,33.41708,2018-06-02,3.1407,2018-06-02,2.51256,2018-06-02,4.77386,2018-06-02,2.13567
2018-06-03,34.79899,2018-06-03,3.89447,2018-06-03,3.64321,2018-06-03,3.89447,2018-06-03,1.63316
2018-06-04,35.17587,2018-06-04,5.02512,2018-06-04,3.51758,2018-06-04,3.89447,2018-06-04,2.2613
2018-06-05,30.27638,2018-06-05,3.89447,2018-06-05,2.01005,2018-06-05,3.26633,2018-06-05,1.75879
2018-06-06,32.91457,2018-06-06,2.13567,2018-06-06,3.26633,2018-06-06,3.76884,2018-06-06,1.88442
2018-06-07,26.75879,2018-06-07,3.1407,2018-06-07,2.76381,2018-06-07,3.39195,2018-06-07,3.26633
2018-06-08,32.03517,2018-06-08,3.89447,2018-06-08,3.51758,2018-06-08,3.26633,2018-06-08,1.3819
2018-06-09,31.03015,2018-06-09,4.27135,2018-06-09,3.01507,2018-06-09,3.1407,2018-06-09,2.88944
2018-06-10,34.42211,2018-06-10,7.41206,2018-06-10,3.64321,2018-06-10,3.76884,2018-06-10,3.01507
2018-06-11,30.52763,2018-06-11,4.14572,2018-06-11,3.39195,2018-06-11,4.64824,2018-06-11,2.01005
2018-06-12,24.24623,2018-06-12,4.0201,2018-06-12,3.01507,2018-06-12,3.39195,2018-06-12,2.01005
2018-06-13,28.39195,2018-06-13,4.0201,2018-06-13,3.26633,2018-06-13,3.26633,2018-06-13,3.01507
2018-06-14,23.61809,2018-06-14,5.77889,2018-06-14,2.38693,2018-06-14,6.15577,2018-06-14,2.13567
2018-06-15,19.84924,2018-06-15,5.15075,2018-06-15,1.88442,2018-06-15,5.27638,2018-06-15,1.00502
2018-06-16,25.62814,2018-06-16,4.77386,2018-06-16,3.39195,2018-06-16,15.82914,2018-06-16,2.38693
2018-06-17,28.64321,2018-06-17,4.27135,2018-06-17,2.51256,2018-06-17,5.52763,2018-06-17,1.63316
2018-06-18,30.65326,2018-06-18,4.52261,2018-06-18,3.26633,2018-06-18,3.01507,2018-06-18,2.01005
2018-06-19,32.28643,2018-06-19,4.27135,2018-06-19,2.2613,2018-06-19,4.64824,2018-06-19,2.38693
2018-06-20,23.36683,2018-06-20,4.52261,2018-06-20,3.51758,2018-06-20,5.27638,2018-06-20,0.75376
2018-06-21,25.0,2018-06-21,3.89447,2018-06-21,1.88442,2018-06-21,3.89447,2018-06-21,1.63316
2018-06-22,19.72361,2018-06-22,4.27135,2018-06-22,1.88442,2018-06-22,2.76381,2018-06-22,0.87939
2018-06-23,28.1407,2018-06-23,2.38693,2018-06-23,3.01507,2018-06-23,3.01507,2018-06-23,2.63819
2018-06-24,23.36683,2018-06-24,5.27638,2018-06-24,3.51758,2018-06-24,3.26633,2018-06-24,1.50753
2018-06-25,26.50753,2018-06-25,3.01507,2018-06-25,2.2613,2018-06-25,3.26633,2018-06-25,1.63316
2018-06-26,23.99497,2018-06-26,3.39195,2018-06-26,2.76381,2018-06-26,4.77386,2018-06-26,1.63316
2018-06-27,25.50251,2018-06-27,2.63819,2018-06-27,3.26633,2018-06-27,2.38693,2018-06-27,2.38693
2018-06-28,19.59798,2018-06-28,2.01005,2018-06-28,4.14572,2018-06-28,2.76381,2018-06-28,0
2018-06-29,19.47236,2018-06-29,1.88442,2018-06-29,3.51758,2018-06-29,3.89447,2018-06-29,2.38693
2018-06-30,26.63316,2018-06-30,2.88944,2018-06-30,2.51256,2018-06-30,1.25628,2018-06-30,2.51256
2018-07-01,30.27638,2018-07-01,2.2613,2018-07-01,3.89447,2018-07-01,2.88944,2018-07-01,1.75879
2018-07-02,22.73869,2018-07-02,2.13567,2018-07-02,3.64321,2018-07-02,2.38693,2018-07-02,3.26633
2018-07-03,17.58793,2018-07-03,2.76381,2018-07-03,3.01507,2018-07-03,4.64824,2018-07-03,2.51256
2018-07-04,20.47738,2018-07-04,2.63819,2018-07-04,3.01507,2018-07-04,3.76884,2018-07-04,2.51256
2018-07-05,19.72361,2018-07-05,2.01005,2018-07-05,1.88442,2018-07-05,4.52261,2018-07-05,2.88944
2018-07-06,20.22613,2018-07-06,2.63819,2018-07-06,3.39195,2018-07-06,3.1407,2018-07-06,1.63316
2018-07-07,21.35678,2018-07-07,2.2613,2018-07-07,2.13567,2018-07-07,1.88442,2018-07-07,2.63819
2018-07-08,22.98994,2018-07-08,4.27135,2018-07-08,1.75879,2018-07-08,3.26633,2018-07-08,2.51256
2018-07-09,21.48241,2018-07-09,2.63819,2018-07-09,3.39195,2018-07-09,4.89949,2018-07-09,2.13567
2018-07-10,21.73366,2018-07-10,1.50753,2018-07-10,3.01507,2018-07-10,3.76884,2018-07-10,2.63819
2018-07-11,17.96482,2018-07-11,3.01507,2018-07-11,2.76381,2018-07-11,4.52261,2018-07-11,1.88442
2018-07-12,21.23115,2018-07-12,3.51758,2018-07-12,4.14572,2018-07-12,4.27135,2018-07-12,2.76381
2018-07-13,19.84924,2018-07-13,2.13567,2018-07-13,2.2613,2018-07-13,2.38693,2018-07-13,0.62814
2018-07-14,19.2211,2018-07-14,1.88442,2018-07-14,1.63316,2018-07-14,2.51256,2018-07-14,1.25628
2018-07-15,23.74371,2018-07-15,1.3819,2018-07-15,2.76381,2018-07-15,2.76381,2018-07-15,2.51256
2018-07-16,25.37688,2018-07-16,3.01507,2018-07-16,2.63819,2018-07-16,1.75879,2018-07-16,2.51256
2018-07-17,21.98492,2018-07-17,2.01005,2018-07-17,3.51758,2018-07-17,4.0201,2018-07-17,2.38693
2018-07-18,17.96482,2018-07-18,2.38693,2018-07-18,3.64321,2018-07-18,3.26633,2018-07-18,1.75879
2018-07-19,20.1005,2018-07-19,1.25628,2018-07-19,2.13567,2018-07-19,5.02512,2018-07-19,2.38693
2018-07-20,22.11055,2018-07-20,1.13065,2018-07-20,2.2613,2018-07-20,2.51256,2018-07-20,0.75376
2018-07-21,15.32663,2018-07-21,3.26633,2018-07-21,2.01005,2018-07-21,2.38693,2018-07-21,1.25628
2018-07-22,20.22613,2018-07-22,1.75879,2018-07-22,3.89447,2018-07-22,3.64321,2018-07-22,1.3819
2018-07-23,20.72864,2018-07-23,4.14572,2018-07-23,2.2613,2018-07-23,3.89447,2018-07-23,0.75376
2018-07-24,18.09045,2018-07-24,0.87939,2018-07-24,3.26633,2018-07-24,3.51758,2018-07-24,0.87939
2018-07-25,20.47738,2018-07-25,2.63819,2018-07-25,2.88944,2018-07-25,2.63819,2018-07-25,3.26633
2018-07-26,17.96482,2018-07-26,1.88442,2018-07-26,2.38693,2018-07-26,3.26633,2018-07-26,3.64321
2018-07-27,18.21608,2018-07-27,2.2613,2018-07-27,2.51256,2018-07-27,3.01507,2018-07-27,2.63819
2018-07-28,18.21608,2018-07-28,1.75879,2018-07-28,3.64321,2018-07-28,3.51758,2018-07-28,2.38693
2018-07-29,21.73366,2018-07-29,1.88442,2018-07-29,3.64321,2018-07-29,2.2613,2018-07-29,1.75879
2018-07-30,16.45728,2018-07-30,1.88442,2018-07-30,3.64321,2018-07-30,2.76381,2018-07-30,1.3819
2018-07-31,16.20603,2018-07-31,1.63316,2018-07-31,4.27135,2018-07-31,3.01507,2018-07-31,2.51256
2018-08-01,17.08542,2018-08-01,1.13065,2018-08-01,1.88442,2018-08-01,1.88442,2018-08-01,1.63316
2018-08-02,14.94974,2018-08-02,3.1407,2018-08-02,2.88944,2018-08-02,3.39195,2018-08-02,1.88442
2018-08-03,17.71356,2018-08-03,1.75879,2018-08-03,3.89447,2018-08-03,2.38693,2018-08-03,2.63819
2018-08-04,16.83417,2018-08-04,3.26633,2018-08-04,1.50753,2018-08-04,2.88944,2018-08-04,2.88944
2018-08-05,24.37185,2018-08-05,3.26633,2018-08-05,2.88944,2018-08-05,0.75376,2018-08-05,2.51256
2018-08-06,18.09045,2018-08-06,4.39698,2018-08-06,1.63316,2018-08-06,3.39195,2018-08-06,10.3015
2018-08-07,21.48241,2018-08-07,2.01005,2018-08-07,1.63316,2018-08-07,1.88442,2018-08-07,5.40201
2018-08-08,20.85427,2018-08-08,1.88442,2018-08-08,2.13567,2018-08-08,2.01005,2018-08-08,2.76381
2018-08-09,21.23115,2018-08-09,1.88442,2018-08-09,2.51256,2018-08-09,3.51758,2018-08-09,3.76884
2018-08-10,19.2211,2018-08-10,3.51758,2018-08-10,3.39195,2018-08-10,1.63316,2018-08-10,3.39195
2018-08-11,21.23115,2018-08-11,3.64321,2018-08-11,2.2613,2018-08-11,2.01005,2018-08-11,3.26633
2018-08-12,23.11557,2018-08-12,3.51758,2018-08-12,3.26633,2018-08-12,2.63819,2018-08-12,2.2613
2018-08-13,24.49748,2018-08-13,3.01507,2018-08-13,3.76884,2018-08-13,2.63819,2018-08-13,2.76381
2018-08-14,15.95477,2018-08-14,1.88442,2018-08-14,3.26633,2018-08-14,3.76884,2018-08-14,3.51758
2018-08-15,20.60301,2018-08-15,3.76884,2018-08-15,4.27135,2018-08-15,2.76381,2018-08-15,3.01507
2018-08-16,23.2412,2018-08-16,2.38693,2018-08-16,3.39195,2018-08-16,3.64321,2018-08-16,3.01507
2018-08-17,20.60301,2018-08-17,3.1407,2018-08-17,2.76381,2018-08-17,3.51758,2018-08-17,2.01005
